CUENCA;A;Sm;FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha); ;FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);;FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
275;535749,93;3,89;3,59;4,20;0,46;18,61;2,44;6,64;3,81;2,67;4,96;40,35;12,89;150,57;4,35;3,43;5,49;9,92;5,19;34,78;4,88;;0,00001;0,00001;0,00000;0,00003;0,00000;0,00001;0,00001;0,00000;0,00001;0,00008;0,00002;0,00028;0,00001;0,00001;0,00001;0,00002;0,00001;0,00006;0,00001;;0,00001;0,00001;0,00002;0,00005;0,00005;0,00007;0,00007;0,00008;0,00009;0,00016;0,00019;0,00047;0,00048;0,00048;0,00049;0,00051;0,00052;0,00059;0,00060
276;863610,419;6,59;15,18;11,59;20,52;18,61;3,97;6,03;3,89;18,54;6,79;107,48;20,52;35,47;129,82;12,97;0,76;24,49;41,04;18,46;50,19;;0,00002;0,00001;0,00002;0,00002;0,00000;0,00001;0,00000;0,00002;0,00001;0,00012;0,00002;0,00004;0,00015;0,00002;0,00000;0,00003;0,00005;0,00002;0,00006;;0,00002;0,00003;0,00005;0,00008;0,00008;0,00009;0,00009;0,00011;0,00012;0,00025;0,00027;0,00031;0,00046;0,00048;0,00048;0,00051;0,00055;0,00057;0,00063
277;552267,832;6,69;5,49;3,28;2,90;17,47;5,34;17,77;5,64;21,51;1,98;15,03;19,22;21,36;7,70;22,58;0,00;96,41;5,49;12,81;8,16;;0,00001;0,00001;0,00001;0,00003;0,00001;0,00003;0,00001;0,00004;0,00000;0,00003;0,00003;0,00004;0,00001;0,00004;0,00000;0,00017;0,00001;0,00002;0,00001;;0,00001;0,00002;0,00002;0,00005;0,00006;0,00009;0,00010;0,00014;0,00015;0,00017;0,00021;0,00025;0,00026;0,00030;0,00030;0,00048;0,00049;0,00051;0,00053
278;386940,139;6,67;6,03;11,37;4,81;10,68;3,05;14,95;86,96;97,86;0,69;6,64;7,32;17,54;72,92;33,94;3,05;21,28;8,09;9,08;2,90;;0,00002;0,00003;0,00001;0,00003;0,00001;0,00004;0,00022;0,00025;0,00000;0,00002;0,00002;0,00005;0,00019;0,00009;0,00001;0,00005;0,00002;0,00002;0,00001;;0,00002;0,00004;0,00006;0,00008;0,00009;0,00013;0,00036;0,00061;0,00061;0,00063;0,00065;0,00069;0,00088;0,00097;0,00098;0,00103;0,00105;0,00108;0,00108
279;732615,025;4,34;54,46;21,74;17,39;52,10;48,74;45,69;8,92;88,18;16,02;146,38;84,97;68,57;35,01;72,31;30,74;706,33;107,48;37,99;118,15;;0,00007;0,00003;0,00002;0,00007;0,00007;0,00006;0,00001;0,00012;0,00002;0,00020;0,00012;0,00009;0,00005;0,00010;0,00004;0,00096;0,00015;0,00005;0,00016;;0,00007;0,00010;0,00013;0,00020;0,00027;0,00033;0,00034;0,00046;0,00048;0,00068;0,00080;0,00089;0,00094;0,00104;0,00108;0,00204;0,00219;0,00224;0,00240
280;243130,203;4,88;0,38;0,31;0,53;2,59;1,98;1,07;2,75;1,60;3,13;4,27;5,34;6,79;9,23;1,14;0,00;12,13;8,54;8,92;0,76;;0,00000;0,00000;0,00000;0,00001;0,00001;0,00000;0,00001;0,00001;0,00001;0,00002;0,00002;0,00003;0,00004;0,00000;0,00000;0,00005;0,00004;0,00004;0,00000;;0,00000;0,00000;0,00001;0,00002;0,00002;0,00003;0,00004;0,00005;0,00006;0,00008;0,00010;0,00013;0,00016;0,00017;0,00017;0,00022;0,00025;0,00029;0,00029
281;1417722,433;3,5;220,75;280,47;111,52;216,40;240,27;181,85;67,05;156,75;105,11;147,75;134,86;192,07;187,95;447,52;386,65;324,49;416,40;156,60;208,01;;0,00016;0,00020;0,00008;0,00015;0,00017;0,00013;0,00005;0,00011;0,00007;0,00010;0,00010;0,00014;0,00013;0,00032;0,00027;0,00023;0,00029;0,00011;0,00015;;0,00016;0,00035;0,00043;0,00058;0,00075;0,00088;0,00093;0,00104;0,00111;0,00122;0,00131;0,00145;0,00158;0,00190;0,00217;0,00240;0,00269;0,00280;0,00295
282;1289881,606;4,26;208,54;124,18;217,70;144,09;169,79;233,94;11,59;496,41;73,07;408,70;357,21;134,40;182,76;597,41;228,15;574,52;487,57;299,24;184,06;;0,00016;0,00010;0,00017;0,00011;0,00013;0,00018;0,00001;0,00038;0,00006;0,00032;0,00028;0,00010;0,00014;0,00046;0,00018;0,00045;0,00038;0,00023;0,00014;;0,00016;0,00026;0,00043;0,00054;0,00067;0,00085;0,00086;0,00125;0,00130;0,00162;0,00190;0,00200;0,00214;0,00260;0,00278;0,00323;0,00361;0,00384;0,00398
283;1504528,013;3,75;6,86;4,20;3,20;13,35;10,14;3,13;1,14;65,29;4,73;24,79;16,55;88,94;9,00;22,50;12,43;6,56;23,19;14,49;25,55;;0,00000;0,00000;0,00000;0,00001;0,00001;0,00000;0,00000;0,00004;0,00000;0,00002;0,00001;0,00006;0,00001;0,00001;0,00001;0,00000;0,00002;0,00001;0,00002;;0,00000;0,00001;0,00001;0,00002;0,00003;0,00003;0,00003;0,00007;0,00007;0,00009;0,00010;0,00016;0,00017;0,00018;0,00019;0,00019;0,00021;0,00022;0,00024
284;2532349,016;5,23;147,67;216,09;210,91;194,20;139,97;103,81;32,72;232,49;103,81;201,45;170,48;181,31;110,83;411,14;125,71;271,70;280,93;196,34;134,63;;0,00006;0,00009;0,00008;0,00008;0,00006;0,00004;0,00001;0,00009;0,00004;0,00008;0,00007;0,00007;0,00004;0,00016;0,00005;0,00011;0,00011;0,00008;0,00005;;0,00006;0,00014;0,00023;0,00030;0,00036;0,00040;0,00041;0,00050;0,00055;0,00063;0,00069;0,00076;0,00081;0,00097;0,00102;0,00113;0,00124;0,00132;0,00137
285;900516,521;4,05;76,35;93,82;80,09;105,49;88,33;38,60;44,77;42,03;151,64;182,61;16,86;189,93;141,34;180,17;132,11;261,86;195,42;141,80;156,98;;0,00008;0,00010;0,00009;0,00012;0,00010;0,00004;0,00005;0,00005;0,00017;0,00020;0,00002;0,00021;0,00016;0,00020;0,00015;0,00029;0,00022;0,00016;0,00017;;0,00008;0,00019;0,00028;0,00040;0,00049;0,00054;0,00059;0,00063;0,00080;0,00100;0,00102;0,00123;0,00139;0,00159;0,00174;0,00203;0,00224;0,00240;0,00258
286;154396,293;4,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,08;0,23;0,00;0,38;0,00;0,00;0,00;0,00;1,75;0,00;0,00;;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00001;0,00000;0,00000;;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00002;0,00002;0,00002
287;761966,35;3,67;1,07;1,45;0,84;2,29;0,99;14,42;4,73;1,68;3,05;6,25;3,66;27,23;6,71;1,14;5,11;3,28;13,58;0,69;2,97;;0,00000;0,00000;0,00000;0,00000;0,00000;0,00002;0,00001;0,00000;0,00000;0,00001;0,00000;0,00004;0,00001;0,00000;0,00001;0,00000;0,00002;0,00000;0,00000;;0,00000;0,00000;0,00000;0,00001;0,00001;0,00003;0,00003;0,00004;0,00004;0,00005;0,00005;0,00009;0,00010;0,00010;0,00011;0,00011;0,00013;0,00013;0,00013
288;198752,749;4,98;2,44;0,15;0,08;0,15;0,31;0,00;0,00;0,08;2,36;0,15;0,38;7,70;0,38;0,00;0,00;34,40;11,14;1,91;0,00;;0,00001;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00001;0,00000;0,00000;0,00004;0,00000;0,00000;0,00000;0,00017;0,00006;0,00001;0,00000;;0,00001;0,00001;0,00001;0,00001;0,00002;0,00002;0,00002;0,00002;0,00003;0,00003;0,00003;0,00007;0,00007;0,00007;0,00007;0,00024;0,00030;0,00031;0,00031
289;364027,156;3,38;13,88;5,57;6,71;12,66;16,40;25,71;27,54;9,38;40,27;39,05;22,43;50,80;31,12;43,78;35,62;40,12;45,69;33,49;44,93;;0,00004;0,00002;0,00002;0,00003;0,00005;0,00007;0,00008;0,00003;0,00011;0,00011;0,00006;0,00014;0,00009;0,00012;0,00010;0,00011;0,00013;0,00009;0,00012;;0,00004;0,00005;0,00007;0,00011;0,00015;0,00022;0,00030;0,00032;0,00043;0,00054;0,00060;0,00074;0,00083;0,00095;0,00105;0,00116;0,00128;0,00137;0,00150
290;700643,356;3,48;1701,14;1068,12;1703,74;1610,22;1182,15;1416,09;2131,20;1567,20;1921,66;1081,85;582,91;1255,23;1065,83;2025,02;1342,03;4612,05;4909,38;4025,10;2975,67;;0,00243;0,00152;0,00243;0,00230;0,00169;0,00202;0,00304;0,00224;0,00274;0,00154;0,00083;0,00179;0,00152;0,00289;0,00192;0,00658;0,00701;0,00574;0,00425;;0,00243;0,00395;0,00638;0,00868;0,01037;0,01239;0,01543;0,01767;0,02041;0,02196;0,02279;0,02458;0,02610;0,02899;0,03091;0,03749;0,04450;0,05024;0,05449
291;91528,259;1,25;10,30;8,39;2,14;3,20;4,42;0,76;2,90;7,63;12,51;3,97;3,89;6,10;2,67;1,22;0,76;6,86;15,87;3,74;6,25;;0,00011;0,00009;0,00002;0,00004;0,00005;0,00001;0,00003;0,00008;0,00014;0,00004;0,00004;0,00007;0,00003;0,00001;0,00001;0,00008;0,00017;0,00004;0,00007;;0,00011;0,00020;0,00023;0,00026;0,00031;0,00032;0,00035;0,00043;0,00057;0,00061;0,00066;0,00072;0,00075;0,00077;0,00077;0,00085;0,00102;0,00106;0,00113
292;534775,022;1,54;152,10;101,91;40,50;86,58;83,14;139,66;179,94;203,97;312,28;72,23;84,59;132,11;94,20;416,09;332,80;290,24;619,98;247,06;604,42;;0,00028;0,00019;0,00008;0,00016;0,00016;0,00026;0,00034;0,00038;0,00058;0,00014;0,00016;0,00025;0,00018;0,00078;0,00062;0,00054;0,00116;0,00046;0,00113;;0,00028;0,00047;0,00055;0,00071;0,00087;0,00113;0,00147;0,00185;0,00243;0,00257;0,00272;0,00297;0,00315;0,00393;0,00455;0,00509;0,00625;0,00671;0,00784
293;96572,896;12,01;602,75;308,09;57,06;868,95;489,17;560,41;388,25;265,75;326,39;399,62;242,18;232,34;183,45;782,91;135,85;119,83;325,48;222,65;98,47;;0,00624;0,00319;0,00059;0,00900;0,00507;0,00580;0,00402;0,00275;0,00338;0,00414;0,00251;0,00241;0,00190;0,00811;0,00141;0,00124;0,00337;0,00231;0,00102;;0,00624;0,00943;0,01002;0,01902;0,02409;0,02989;0,03391;0,03666;0,04004;0,04418;0,04669;0,04909;0,05099;0,05910;0,06051;0,06175;0,06512;0,06742;0,06844
294;365790,712;8,16;5377,04;4604,42;1595,12;12381,16;6616,70;5152,86;16450,50;5166,06;3301,75;2351,49;6770,40;2959,34;2185,05;3717,39;1014,80;2286,04;5873,68;11384,52;3039,05;;0,01470;0,01259;0,00436;0,03385;0,01809;0,01409;0,04497;0,01412;0,00903;0,00643;0,01851;0,00809;0,00597;0,01016;0,00277;0,00625;0,01606;0,03112;0,00831;;0,01470;0,02729;0,03165;0,06550;0,08358;0,09767;0,14264;0,15677;0,16579;0,17222;0,19073;0,19882;0,20479;0,21496;0,21773;0,22398;0,24004;0,27116;0,27947
295;329599,117;16,51;1531,50;878,95;379,33;1080,02;538,67;860,03;2716,78;1500,69;1468,80;2797,48;1758,12;1107,32;648,44;1010,68;979,48;1336,46;2527,31;2177,88;1773,76;;0,00465;0,00267;0,00115;0,00328;0,00163;0,00261;0,00824;0,00455;0,00446;0,00849;0,00533;0,00336;0,00197;0,00307;0,00297;0,00405;0,00767;0,00661;0,00538;;0,00465;0,00731;0,00846;0,01174;0,01338;0,01598;0,02423;0,02878;0,03324;0,04172;0,04706;0,05042;0,05239;0,05545;0,05842;0,06248;0,07015;0,07675;0,08214
296;92963,682;35,73;1086,27;97,25;303,20;132,04;84,82;77,80;99,16;280,78;335,09;94,66;202,82;160,11;252,78;1017,32;94,51;83,98;120,98;82,84;87,64;;0,01168;0,00105;0,00326;0,00142;0,00091;0,00084;0,00107;0,00302;0,00360;0,00102;0,00218;0,00172;0,00272;0,01094;0,00102;0,00090;0,00130;0,00089;0,00094;;0,01168;0,01273;0,01599;0,01741;0,01833;0,01916;0,02023;0,02325;0,02685;0,02787;0,03005;0,03178;0,03450;0,04544;0,04645;0,04736;0,04866;0,04955;0,05049
297;172218,576;4,39;2,59;0,15;0,31;16,09;57,67;1,45;16,02;1,14;0,84;2,14;1,37;6,03;1,75;4,20;0,00;14,19;3,74;2,14;10,30;;0,00002;0,00000;0,00000;0,00009;0,00033;0,00001;0,00009;0,00001;0,00000;0,00001;0,00001;0,00003;0,00001;0,00002;0,00000;0,00008;0,00002;0,00001;0,00006;;0,00002;0,00002;0,00002;0,00011;0,00045;0,00045;0,00055;0,00055;0,00056;0,00057;0,00058;0,00061;0,00062;0,00065;0,00065;0,00073;0,00075;0,00077;0,00083
298;587842,528;11,98;1998,17;1509,31;2773,76;2173,30;1774,90;1966,82;4268,88;1621,74;2129,44;1478,72;768,73;1604,27;910,60;2077,65;1671,70;3835,77;3795,27;3265,45;2540,12;;0,00340;0,00257;0,00472;0,00370;0,00302;0,00335;0,00726;0,00276;0,00362;0,00252;0,00131;0,00273;0,00155;0,00353;0,00284;0,00653;0,00646;0,00555;0,00432;;0,00340;0,00597;0,01069;0,01438;0,01740;0,02075;0,02801;0,03077;0,03439;0,03691;0,03821;0,04094;0,04249;0,04603;0,04887;0,05540;0,06185;0,06741;0,07173
299;457194,633;38,33;1057,67;738,29;287,87;1975,13;829,67;841,50;365,37;663,39;1013,65;621,36;436,46;1425,17;390,77;500,69;315,26;503,28;1458,89;1142,87;766,44;;0,00231;0,00161;0,00063;0,00432;0,00181;0,00184;0,00080;0,00145;0,00222;0,00136;0,00095;0,00312;0,00085;0,00110;0,00069;0,00110;0,00319;0,00250;0,00168;;0,00231;0,00393;0,00456;0,00888;0,01069;0,01253;0,01333;0,01478;0,01700;0,01836;0,01931;0,02243;0,02329;0,02438;0,02507;0,02617;0,02936;0,03186;0,03354
300;43474,464;11,24;206,94;104,58;27,69;118,61;45,23;65,90;35,55;14,65;88,02;54,84;59,50;274,07;32,27;311,59;77,57;67,28;146,38;132,95;96,26;;0,00476;0,00241;0,00064;0,00273;0,00104;0,00152;0,00082;0,00034;0,00202;0,00126;0,00137;0,00630;0,00074;0,00717;0,00178;0,00155;0,00337;0,00306;0,00221;;0,00476;0,00717;0,00780;0,01053;0,01157;0,01309;0,01390;0,01424;0,01627;0,01753;0,01890;0,02520;0,02594;0,03311;0,03489;0,03644;0,03981;0,04287;0,04508
301;325407,298;4,15;136,84;68,80;72,92;60,41;162,62;120,98;131,35;79,18;265,06;173,15;240,81;403,05;312,20;372,16;391,61;397,41;451,72;260,87;348,59;;0,00042;0,00021;0,00022;0,00019;0,00050;0,00037;0,00040;0,00024;0,00081;0,00053;0,00074;0,00124;0,00096;0,00114;0,00120;0,00122;0,00139;0,00080;0,00107;;0,00042;0,00063;0,00086;0,00104;0,00154;0,00191;0,00232;0,00256;0,00337;0,00391;0,00465;0,00589;0,00684;0,00799;0,00919;0,01041;0,01180;0,01260;0,01367
302;187671,261;41,67;435,24;238,75;223,11;390,47;252,56;167,66;415,94;364,76;452,71;641,88;257,44;332,88;488,25;1448,44;768,27;7609,08;1207,78;1034,40;1044,62;;0,00232;0,00127;0,00119;0,00208;0,00135;0,00089;0,00222;0,00194;0,00241;0,00342;0,00137;0,00177;0,00260;0,00772;0,00409;0,04054;0,00644;0,00551;0,00557;;0,00232;0,00359;0,00478;0,00686;0,00821;0,00910;0,01132;0,01326;0,01567;0,01909;0,02046;0,02224;0,02484;0,03256;0,03665;0,07720;0,08363;0,08914;0,09471
303;363657,516;35,43;1889,78;150,72;194,97;460,95;448,97;361,17;611,14;407,40;736,00;404,12;285,05;966,97;263,08;325,78;67,66;241,19;253,78;214,65;200,46;;0,00520;0,00041;0,00054;0,00127;0,00123;0,00099;0,00168;0,00112;0,00202;0,00111;0,00078;0,00266;0,00072;0,00090;0,00019;0,00066;0,00070;0,00059;0,00055;;0,00520;0,00561;0,00615;0,00741;0,00865;0,00964;0,01132;0,01244;0,01447;0,01558;0,01636;0,01902;0,01974;0,02064;0,02083;0,02149;0,02219;0,02278;0,02333
304;92719,588;2,08;53,93;67,51;49,50;149,73;75,06;73,23;100,69;83,83;110,91;102,90;124,71;162,70;11,75;56,60;6,79;29,82;14,95;17,32;43,94;;0,00058;0,00073;0,00053;0,00161;0,00081;0,00079;0,00109;0,00090;0,00120;0,00111;0,00135;0,00175;0,00013;0,00061;0,00007;0,00032;0,00016;0,00019;0,00047;;0,00058;0,00131;0,00184;0,00346;0,00427;0,00506;0,00614;0,00705;0,00824;0,00935;0,01070;0,01245;0,01258;0,01319;0,01326;0,01359;0,01375;0,01393;0,01441
305;59158,432;7,28;516,25;309,61;41,80;311,75;10,83;220,90;73,46;157,13;336,08;130,05;62,01;187,72;109,08;118,54;76,89;173,15;248,59;60,49;44,55;;0,00873;0,00523;0,00071;0,00527;0,00018;0,00373;0,00124;0,00266;0,00568;0,00220;0,00105;0,00317;0,00184;0,00200;0,00130;0,00293;0,00420;0,00102;0,00075;;0,00873;0,01396;0,01467;0,01994;0,02012;0,02385;0,02510;0,02775;0,03343;0,03563;0,03668;0,03985;0,04170;0,04370;0,04500;0,04793;0,05213;0,05315;0,05390
306;21195,645;37,08;24,87;13,12;5,57;9,76;14,57;18,99;5,26;17,70;16,32;10,14;18,46;14,26;0,84;2,90;1,75;1,91;3,59;0,38;0,23;;0,00117;0,00062;0,00026;0,00046;0,00069;0,00090;0,00025;0,00083;0,00077;0,00048;0,00087;0,00067;0,00004;0,00014;0,00008;0,00009;0,00017;0,00002;0,00001;;0,00117;0,00179;0,00205;0,00252;0,00320;0,00410;0,00435;0,00518;0,00595;0,00643;0,00730;0,00797;0,00801;0,00815;0,00823;0,00832;0,00849;0,00851;0,00852
307;186747,315;8,07;744,93;272,08;178,79;694,66;217,01;252,63;255,91;1677,50;619,68;141,42;550,57;554,39;476,58;704,42;416,40;771,93;961,63;1193,14;961,78;;0,00399;0,00146;0,00096;0,00372;0,00116;0,00135;0,00137;0,00898;0,00332;0,00076;0,00295;0,00297;0,00255;0,00377;0,00223;0,00413;0,00515;0,00639;0,00515;;0,00399;0,00545;0,00640;0,01012;0,01129;0,01264;0,01401;0,02299;0,02631;0,02707;0,03001;0,03298;0,03554;0,03931;0,04154;0,04567;0,05082;0,05721;0,06236
308;19262,603;14,63;25,17;5,19;7,86;25,93;6,18;17,16;5,72;12,59;25,48;7,48;12,36;14,65;0,76;5,03;0,46;0,08;0,00;0,00;0,00;;0,00131;0,00027;0,00041;0,00135;0,00032;0,00089;0,00030;0,00065;0,00132;0,00039;0,00064;0,00076;0,00004;0,00026;0,00002;0,00000;0,00000;0,00000;0,00000;;0,00131;0,00158;0,00198;0,00333;0,00365;0,00454;0,00484;0,00549;0,00681;0,00720;0,00784;0,00860;0,00864;0,00891;0,00893;0,00893;0,00893;0,00893;0,00893
309;26218,016;5,53;14,19;26,39;9,38;73,91;61,02;62,62;21,05;248,51;109,38;22,65;82,15;100,15;23,87;67,43;33,87;85,05;190,92;195,12;91,76;;0,00054;0,00101;0,00036;0,00282;0,00233;0,00239;0,00080;0,00948;0,00417;0,00086;0,00313;0,00382;0,00091;0,00257;0,00129;0,00324;0,00728;0,00744;0,00350;;0,00054;0,00155;0,00191;0,00472;0,00705;0,00944;0,01024;0,01972;0,02389;0,02476;0,02789;0,03171;0,03262;0,03519;0,03649;0,03973;0,04701;0,05445;0,05795
310;22551,718;18,4;30,21;15,56;12,97;22,50;9,15;21,97;30,28;21,05;5,72;13,96;12,74;15,94;7,40;7,17;0,15;3,13;6,86;0,92;0,53;;0,00134;0,00069;0,00057;0,00100;0,00041;0,00097;0,00134;0,00093;0,00025;0,00062;0,00056;0,00071;0,00033;0,00032;0,00001;0,00014;0,00030;0,00004;0,00002;;0,00134;0,00203;0,00260;0,00360;0,00401;0,00498;0,00632;0,00726;0,00751;0,00813;0,00870;0,00940;0,00973;0,01005;0,01006;0,01019;0,01050;0,01054;0,01056
311;46691,518;6,96;43,94;26,09;8,31;24,56;7,86;21,59;47,52;25,02;90,69;92,37;39,82;43,86;22,88;19,53;0,46;26,39;51,03;16,32;37,99;;0,00094;0,00056;0,00018;0,00053;0,00017;0,00046;0,00102;0,00054;0,00194;0,00198;0,00085;0,00094;0,00049;0,00042;0,00001;0,00057;0,00109;0,00035;0,00081;;0,00094;0,00150;0,00168;0,00220;0,00237;0,00283;0,00385;0,00439;0,00633;0,00831;0,00916;0,01010;0,01059;0,01101;0,01102;0,01158;0,01268;0,01303;0,01384
312;68456,096;49,09;374,83;187,34;350,11;141,72;187,41;219,37;156,52;126,85;119,37;90,01;88,18;122,20;141,95;664,99;200,61;176,81;167,73;258,66;241,11;;0,00548;0,00274;0,00511;0,00207;0,00274;0,00320;0,00229;0,00185;0,00174;0,00131;0,00129;0,00179;0,00207;0,00971;0,00293;0,00258;0,00245;0,00378;0,00352;;0,00548;0,00821;0,01333;0,01540;0,01813;0,02134;0,02363;0,02548;0,02722;0,02854;0,02983;0,03161;0,03368;0,04340;0,04633;0,04891;0,05136;0,05514;0,05866
313;127696,547;35,91;84,21;29,75;40,88;26,77;57,89;143,55;92,52;204,50;87,49;114,95;43,25;88,63;40,73;35,77;3,13;22,50;54,77;6,41;9,46;;0,00066;0,00023;0,00032;0,00021;0,00045;0,00112;0,00072;0,00160;0,00069;0,00090;0,00034;0,00069;0,00032;0,00028;0,00002;0,00018;0,00043;0,00005;0,00007;;0,00066;0,00089;0,00121;0,00142;0,00188;0,00300;0,00372;0,00533;0,00601;0,00691;0,00725;0,00794;0,00826;0,00854;0,00857;0,00874;0,00917;0,00922;0,00930
314;199180,676;28,5;35,70;21,97;15,33;13,20;26,70;21,66;20,59;32,49;34,94;28,91;21,36;34,17;21,51;11,52;10,60;24,71;18,99;8,16;1,14;;0,00018;0,00011;0,00008;0,00007;0,00013;0,00011;0,00010;0,00016;0,00018;0,00015;0,00011;0,00017;0,00011;0,00006;0,00005;0,00012;0,00010;0,00004;0,00001;;0,00018;0,00029;0,00037;0,00043;0,00057;0,00068;0,00078;0,00094;0,00112;0,00126;0,00137;0,00154;0,00165;0,00171;0,00176;0,00188;0,00198;0,00202;0,00203
315;1275,197;9,26;0,00;1,07;0,00;0,00;0,00;0,00;0,00;0,00;0,76;0,08;0,23;0,99;0,08;1,07;0,00;0,00;0,00;0,00;0,00;;0,00000;0,00084;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00060;0,00006;0,00018;0,00078;0,00006;0,00084;0,00000;0,00000;0,00000;0,00000;0,00000;;0,00000;0,00084;0,00084;0,00084;0,00084;0,00084;0,00084;0,00084;0,00144;0,00150;0,00167;0,00245;0,00251;0,00335;0,00335;0,00335;0,00335;0,00335;0,00335
316;1275,197;9,26;0,00;1,07;0,00;0,00;0,00;0,00;0,00;0,00;0,76;0,08;0,23;0,99;0,08;1,07;0,00;0,00;0,00;0,00;0,00;;0,00000;0,00084;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00060;0,00006;0,00018;0,00078;0,00006;0,00084;0,00000;0,00000;0,00000;0,00000;0,00000;;0,00000;0,00084;0,00084;0,00084;0,00084;0,00084;0,00084;0,00084;0,00144;0,00150;0,00167;0,00245;0,00251;0,00335;0,00335;0,00335;0,00335;0,00335;0,00335
